"","ChEMBL ID","Name","Synonyms","Type","Max Phase","Molecular Weight","Targets"
"532","CHEMBL388529","GUTTIFERONE K","Guttiferone K","Small molecule",0,602.81,11
"533","CHEMBL1164562",NA,NA,"Small molecule",0,310.44,6
"534","CHEMBL1974890","CEDROL","Cedrol","Small molecule",0,222.37,73
"535","CHEMBL1077477","CASEOBLIQUIN A",NA,"Small molecule",0,596.67,4
"536","CHEMBL518262","ERYTHRALINE","Erythraline","Small molecule",0,297.35,1
"537","CHEMBL1099162","ARTOBILOXANTHONE","Artobiloxanthone","Small molecule",0,434.44,4
"538","CHEMBL241608","CALYCOSIN","Calycosin","Small molecule",0,284.27,34
"539","CHEMBL1998369",NA,NA,"Small molecule",0,360.32,62
"540","CHEMBL1077147","MUKONAL","Mukonal","Small molecule",0,211.22,8
"541","CHEMBL1765391",NA,"(-)-Morellic Acid","Small molecule",0,560.64,1
"542","CHEMBL445279","(+)-MAACKIAIN",NA,"Small molecule",0,284.27,10
"543","CHEMBL224481","CABRALEONE","Cabraleone","Small molecule",0,458.73,11
"544","CHEMBL521035","MONOCROTALINE","Monocrotaline","Small molecule",0,325.36,31
"545","CHEMBL2437088","MANGLEXANTHONE",NA,"Small molecule",0,408.45,1
"546","CHEMBL1971693",NA,NA,"Small molecule",0,365.39,55
"547","CHEMBL269277","BETULINIC ACID",".BETA.-BETULINIC ACID|ALS-357|BETULIC ACID|BETULINIC ACID|LUPATIC ACID|MAIRIN|NSC-113090|NSC-677578","Small molecule",1,456.71,245
"548","CHEMBL224481","CABRALEONE","Cabraleone","Small molecule",0,458.73,11
"549","CHEMBL3104849",NA,NA,"Small molecule",0,622.84,4
"550","CHEMBL376835",NA,NA,"Small molecule",0,438.74,3
"551","CHEMBL451720",NA,"Cis-N-Feruloyltyramine|N-Cis-Feruloyl Tyramine","Small molecule",0,313.35,9
"552","CHEMBL273019","BERGENIN","BERGENIN|BERGENINUM|NSC-661749|NSC-757796|YANBAICAISU","Small molecule",0,328.27,39
"553","CHEMBL527025",NA,"Beta-Lumicolchicine","Small molecule",0,399.44,12
"554","CHEMBL3105009",NA,NA,"Small molecule",0,468.63,3
"555","CHEMBL1928000","CLETHROIDOSIDE F","clethroidoside F","Small molecule",0,1163.31,5
"556","CHEMBL1079531","SCULPONEATIN A",NA,"Small molecule",0,360.41,8
"557","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"558","CHEMBL470658","CHITRANONE","Chitranone","Small molecule",0,374.35,13
"559","CHEMBL376350",NA,"24-Methylenecycloartanol","Small molecule",0,440.76,4
"560","CHEMBL89905","4'-DEMETHYLDEOXYPODOPHYLLOTOXIN","4'-Demethyldeoxypodophyllotoxin|4-Demethyl-Deoxypodophyllotoxin","Small molecule",0,384.38,34
"561","CHEMBL565010","NIGROLINEAXANTHONE T","Nigrolineaxanthone T","Small molecule",0,360.36,7
"562","CHEMBL464723","TENACISSIMOSIDE A",NA,"Small molecule",0,792.96,4
"563","CHEMBL311226","CASTANOSPERMINE","CASTANOSPERMINE|NSC-625381","Small molecule",0,189.21,78
"564","CHEMBL3600946",NA,NA,"Small molecule",0,322.49,6
"565","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"566","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"567","CHEMBL556429",NA,NA,"Small molecule",0,354.4,3
"568","CHEMBL230589",NA,NA,"Small molecule",0,230.26,2
"569","CHEMBL2011539","PLUVIATILOL","Pluviatilol","Small molecule",0,356.37,5
"570","CHEMBL242273","SAFROLE","SAFROLE|Safrole|Shikimol","Small molecule",0,162.19,140
"571","CHEMBL2385624","PISIFERAL",NA,"Small molecule",0,300.44,5
"572","CHEMBL269277","BETULINIC ACID",".BETA.-BETULINIC ACID|ALS-357|BETULIC ACID|BETULINIC ACID|LUPATIC ACID|MAIRIN|NSC-113090|NSC-677578","Small molecule",1,456.71,245
"573","CHEMBL448283",NA,NA,"Small molecule",0,233.06,2
"574","CHEMBL506880","HEDERASAPONIN B",NA,"Small molecule",0,1205.39,9
"575","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"576","CHEMBL1079679","GARDENOSIDE","Gardenoside","Small molecule",0,404.37,3
"577","CHEMBL1164447","HYPTASIENIC ACID","Hyptasienic Acid","Small molecule",0,470.69,5
"578","CHEMBL250872","SYRINGIN","Syringin","Small molecule",0,372.37,20
"579","CHEMBL1098920","(+)-9'-ISOVALEROXYLARICIRESINOL","(+)-9'-Isovaleroxylariciresinol","Small molecule",0,444.52,6
"580","CHEMBL564527",NA,NA,"Small molecule",0,482.53,7
"581","CHEMBL510090","LYSICAMINE","Lysicamine|Oxonuciferine","Small molecule",0,291.31,22
"582","CHEMBL226512","GARDENIN B",NA,"Small molecule",0,358.35,80
"583","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"584","CHEMBL416","METHOXSALEN","8-METHOXSALEN|8-METHOXYPSORALEN|8-MOP|DELTASORALEN|MELADININE|METHOXSALEN|METOXALEN|Methoxsalen|NSC-45923|OXSORALEN-ULTRA|OXYPSORALEN|Oxsoralen|PUVALEN|PUVASORALEN-8|SM-88 COMPONENT METHOXSALEN|UVADEX|VITPSO|XANTHOTOXIN","Small molecule",4,216.19,250
"585","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"586","CHEMBL3298958",NA,NA,"Small molecule",0,702.66,5
"587","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"588","CHEMBL240545","ROTENOLONE","12A-Hydroxyrotenone|Rotenolone","Small molecule",0,410.42,31
"589","CHEMBL2152451","ISOPATRISCABROL","Isopatriscabrol","Small molecule",0,200.23,2
"590","CHEMBL451622","SQUAFOSACIN C","squafosacin C","Small molecule",0,580.89,5
"591","CHEMBL1939839",NA,"NSC-112922","Small molecule",0,240.26,61
"592","CHEMBL1773906","COMOSUSOL B","Comosusol B","Small molecule",0,262.35,5
"593","CHEMBL453876","MAMMEA A/AC",NA,"Small molecule",0,392.45,2
"594","CHEMBL312073","NEVADENSIN",NA,"Small molecule",0,344.32,6
"595","CHEMBL3590334",NA,NA,"Small molecule",0,350.46,1
"596","CHEMBL448947","ORTHOSIPHOL G","Orthosiphol G","Small molecule",0,572.65,1
"597","CHEMBL260673","METHYL URSOLATE","Methyl Ursolate|Ursolic Acid Methyl Ester","Small molecule",0,470.74,19
"598","CHEMBL607537","5,6,7-TRIMETHOXYCOUMARIN","5,6,7-Trimethoxycoumarin","Small molecule",0,236.22,3
"599","CHEMBL476885","GELSEDINE","Gelsedine","Small molecule",0,328.41,3
"600","CHEMBL198075","CRYPTOPLEURINE","(-)-Cryptopleurine|Cryptopleurine|R-Cryptopleurine","Small molecule",0,377.48,96
"601","CHEMBL478772","TOTARAL","Totaral","Small molecule",0,300.44,14
"602","CHEMBL152377",NA,NA,"Small molecule",0,298.34,4
"603","CHEMBL490350",NA,NA,"Small molecule",0,474.46,2
"604","CHEMBL518300","COMBRETOL","Combretol","Small molecule",0,388.37,1
"605","CHEMBL513639",NA,NA,"Small molecule",0,1477.9,53
"606","CHEMBL459834","MATAIRESINOSIDE","Matairesinoside","Small molecule",0,520.53,4
"607","CHEMBL197308","FERRUGINOL","Ferruginol","Small molecule",0,286.46,51
"608","CHEMBL105310","2',4'-DIHYDROXYCHALCONE","(E)-2',4'-Dihydroxychalcone|2',4'-Dihydroxychalcone","Small molecule",0,240.26,60
"609","CHEMBL465442",NA,"(+/-)-nicolaioidesin A","Small molecule",0,406.52,2
"610","CHEMBL463108",NA,"5-O-Ethylembelin","Small molecule",0,322.44,4
"611","CHEMBL520592",NA,NA,"Small molecule",0,350.5,1
"612","CHEMBL525241","PROSAPOGENIN 11","prosapogenin 11","Small molecule",0,1828.01,1
"613","CHEMBL1080487",NA,"Delta-Cotonefuran","Small molecule",0,260.24,4
"614","CHEMBL2335820",NA,"(+/-)-Quadrangularin A","Small molecule",0,454.48,4
"615","CHEMBL519220",NA,NA,"Small molecule",0,396.39,3
"616","CHEMBL448515","2,6-DIMETHOXYQUINONE","NSC-56336","Small molecule",0,168.15,96
"617","CHEMBL428955","NONACOSANE","Nonacosane","Small molecule",0,408.8,1
"618","CHEMBL486405","VISMIONE B",NA,"Small molecule",0,354.4,6
"619","CHEMBL447696","DIBROMOPHAKELLIN","(+/-)-Dibromophakellin|(-)-Dibromophakellin|Dibromophakellin","Small molecule",0,389.05,8
"620","CHEMBL185","FLUOROURACIL","5 FU|5-FLUORURACIL|5-FU|5-Fluorouracil|5.F.U.|ACCUSITE|ACTIKERALL|Adrucil|Carac|EFUDIX|Efudex|FLUORO-URACIL ROCHE|FLUOROURACIL|FLUOROURACILUM|FLUOROURICIL|FLURACIL|Fluoroplex|NSC-19893|PHTHORURACIL|QUEROPLEX|RO 2-9757|RO-2-9757|RO-29757|TOLAK","Small molecule",4,130.08,485
"621","CHEMBL1651079","FESELOL","Feselol","Small molecule",0,382.5,7
"622","CHEMBL47386","EPIGALLOCATECHIN","(-)-Epigallocatechin|Epigallocatechin","Small molecule",0,306.27,116
"623","CHEMBL267099","TUBERCIDIN","Tubercidin","Small molecule",0,266.26,81
"624","CHEMBL422681",NA,NA,"Small molecule",0,438.47,1
"625","CHEMBL505789","HORDENINE","Hordenine","Small molecule",0,165.24,7
"626","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"627","CHEMBL1651114","ARGUTIN C","Argutin C","Small molecule",0,600.75,1
"628","CHEMBL21745","TECTOQUINONE","2-Methyl-Anthraquinone|2-Methylanthraquinone","Small molecule",0,222.24,14
"629","CHEMBL225754","CYCLOEUCALENONE","Cycloeucalenone","Small molecule",0,424.71,3
"630","CHEMBL1812481","EUPHOSALICIN","Euphosalicin","Small molecule",0,820.85,4
"631","CHEMBL527025",NA,"Beta-Lumicolchicine","Small molecule",0,399.44,12
"632","CHEMBL164660","PSORALEN","FICUSIN|NSC-404562|PSORALEN","Small molecule",1,186.17,55
"633","CHEMBL518542","SPATHULENOL","(+)-Spathulenol|Spathulenol|Spatulenol","Small molecule",0,220.36,18
"634","CHEMBL2297225",NA,NA,"Small molecule",0,268.22,4
"635","CHEMBL53566","TYROSOL","tyrosol","Small molecule",0,138.17,33
"636","CHEMBL470658","CHITRANONE","Chitranone","Small molecule",0,374.35,13
"637","CHEMBL507323","HALIGRAMIDE A",NA,"Small molecule",0,784.04,4
"638","CHEMBL509005","ORTHOSIPHOL U","Orthosiphol U","Small molecule",0,614.69,1
"639","CHEMBL23236","BETULIN","Betulin","Small molecule",0,442.73,154
"640","CHEMBL3677268",NA,NA,"Small molecule",0,294.48,1
"641","CHEMBL1989993",NA,NA,"Small molecule",0,500.59,58
"642","CHEMBL1958070",NA,NA,"Small molecule",0,377.48,10
"643","CHEMBL152377",NA,NA,"Small molecule",0,298.34,4
"644","CHEMBL508537","ISOSECOTANAPARTHOLIDE","Isosecotanapartholide","Small molecule",0,278.3,1
"645","CHEMBL25080","DL-PHENYLALANINE",NA,"Small molecule",0,165.19,59
"646","CHEMBL393222","WIGHTEONE","Wighteone","Small molecule",0,338.36,23
"647","CHEMBL251251","Rubiadin",NA,"Small molecule",0,254.24,6
"648","CHEMBL2011539","PLUVIATILOL","Pluviatilol","Small molecule",0,356.37,5
"649","CHEMBL1987496",NA,NA,"Small molecule",0,244.21,56
"650","CHEMBL164660","PSORALEN","FICUSIN|NSC-404562|PSORALEN","Small molecule",1,186.17,55
"651","CHEMBL24171","BERGAPTEN","5-METHOXYPSORALEN|BERGAPTAN|BERGAPTEN|BERGAPTENE|Bergapten|GERALEN|HERACLIN|MAJUDIN|METHOXSALEN RELATED COMPOUND A|NSC-95437","Small molecule",4,216.19,119
"652","CHEMBL24171","BERGAPTEN","5-METHOXYPSORALEN|BERGAPTAN|BERGAPTEN|BERGAPTENE|Bergapten|GERALEN|HERACLIN|MAJUDIN|METHOXSALEN RELATED COMPOUND A|NSC-95437","Small molecule",4,216.19,119
"653","CHEMBL515639",NA,"(-)-Phanostenine","Small molecule",0,325.36,10
"654","CHEMBL461207","NOTOAMIDE F","Notoamide F","Small molecule",0,461.56,1
"655","CHEMBL251254","HYPEROSIDE","Hyperoside","Small molecule",0,464.38,65
"656","CHEMBL168","OLEANOLIC_ACID","NSC-114945","Small molecule",0,456.71,197
"657","CHEMBL75978","5-DEMETHYLNOBILETIN","5-demethyl nobiletin|5-demethylnobiletin","Small molecule",0,388.37,70
"658","CHEMBL1644112",NA,"8Alpha,15-Dihydroxy-13Elabdene","Small molecule",0,308.51,63
"659","CHEMBL483526",NA,"Alternariol 5-O-Methyl Ether","Small molecule",0,272.26,42
"660","CHEMBL1998453",NA,NA,"Small molecule",0,358.39,57
"661","CHEMBL458847",NA,NA,"Small molecule",0,314.29,3
"662","CHEMBL538942",NA,NA,"Small molecule",0,604.83,1
"663","CHEMBL460448","GARCINISIDONE A","Garcinisidone A","Small molecule",0,426.47,2
"664","CHEMBL464443","GONIOTHALAMIN","(R)-(+)-Goniothalamin|(R)-Goniothalamin|Goniothalamin","Small molecule",0,200.24,31
"665","CHEMBL483843","CHRYSOSPLENOL E","Chrysosplenol E","Small molecule",0,374.35,1
"666","CHEMBL464649","EPIFRIEDELINOL","3Beta-Friedelanol|3Beta-Hydroxyfriedelane","Small molecule",0,428.75,11
"667","CHEMBL292945",NA,"5-Methoxy Podophyllotoxin|5-Methoxypodophyllotoxin","Small molecule",0,444.44,5
"668","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"669","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"670","CHEMBL22533","DICTAMNINE","4-Methoxyfuro[2,3-B]Quinoline|Dictamine|Dictamnine","Small molecule",0,199.21,19
"671","CHEMBL1985317",NA,NA,"Small molecule",0,202.25,58
"672","CHEMBL312862","DEMECOLCINE","C-12669|COLCHAMINE|DEACETYL-N-METHYLCOLCHICINE|DEMECOLCINE|NSC-3096|SUBSTANCE F","Small molecule",0,371.43,34
"673","CHEMBL3264622",NA,NA,"Small molecule",0,302.33,1
"674","CHEMBL63970","DESOXYPODOPHYLLOTOXIN","(-)-Deoxypodophyllotoxin|4-Deoxypodophyllotoxin|Beta-Apopicropodophyllin|Deoxypodophyllotoxin|Desoxypodophyllotoxin","Small molecule",0,398.41,102
"675","CHEMBL252642","LIQUIRTIGENIN","(2S)-Liquiritigenin|4',7-Dihydroxyflavanone|7,4'-Dihydroxyflavanone|Liquiritigenin|Liquirtigenin","Small molecule",0,256.26,47
"676","CHEMBL462803","CRASSOLIDE A",NA,"Small molecule",0,392.49,4
"677","CHEMBL165","RESVERATROL","(E)-RESVERATROL|3,5,4'-Trihydroxy-trans-stilbene|BIA 6-512|BIA-6-512|BIOFORT|CA 1201|CUSPIDATIN|MELINJO RESVERATROL 20|NSC-327430|POLYGONIN|RESVERATROL|RESVERATROL P 5|RESVERATROL(E)-FORM|RESVIDA|SRT 501M|TRANS-RESVERATROL","Small molecule",3,228.25,451
"678","CHEMBL3353861",NA,NA,"Small molecule",0,470.69,4
"679","CHEMBL1086907",NA,NA,"Small molecule",0,520.53,2
"680","CHEMBL254129","CYCLOPAMINE","Cyclopamine|[3H]-Cyclopamine","Small molecule",0,411.63,382
"681","CHEMBL242273","SAFROLE","SAFROLE|Safrole|Shikimol","Small molecule",0,162.19,140
"682","CHEMBL362071","COPTISINE",NA,"Small molecule",0,320.32,6
"683","CHEMBL444717","CRATOXYARBORENONE F","cratoxyarborenone F","Small molecule",0,258.23,1
"684","CHEMBL452201",NA,"(-)-Xylopine","Small molecule",0,295.34,10
"685","CHEMBL225870",NA,NA,"Small molecule",0,442.73,9
"686","CHEMBL464360","EMODIN 8-O-BETA-D-GLUCOPYRANOSIDE","Emodin 8-glucoside","Small molecule",0,432.38,5
"687","CHEMBL689","MANNITOL","ARIDOL KIT|Alexitol sodium|BRONCHITOL|CORDYCEPIC ACID|CRYSTALLINE MANNITOL EXTRA-FINE|CRYSTALLINE MANNITOL FINE|CRYSTALLINE MANNITOL STANDARD|D-(-)-MANNITOL|D-MANNITOL|Diosmol|E-421|E421|INS NO.421|INS-421|ISOMALT IMPURITY, MANNITOL-|MANNA SUGAR|MANNITE|MANNITOL|MANNITOL 200|MANNITOL 2080|MANNITOL 25|MANNITOL 300|MANNITOL 35|MANNITOL 60|MANNITOL M300|MANNITOL, D-|MANNITOLUM|MANNOGEM 2080|Mannite|Mannitol|NSC-407017|Osmitrol|PEARLITOL 160 C|PEARLITOL 200 SD|PEARLITOL 25 C|PEARLITOL 300 DC|PEARLITOL 50 C|Resectisol","Small molecule",4,182.17,149
"688","CHEMBL227892",NA,NA,"Small molecule",0,482.57,2
"689","CHEMBL428955","NONACOSANE","Nonacosane","Small molecule",0,408.8,1
"690","CHEMBL487609",NA,NA,"Small molecule",0,482.75,2
"691","CHEMBL449194","ALTERSOLANOL J",NA,"Small molecule",0,308.33,5
"692","CHEMBL1915218",NA,"8-Hydroxydroserone","Small molecule",0,220.18,5
"693","CHEMBL513197","SANDARACOPIMARIC ACID","Sandaracopimaric Acid","Small molecule",0,302.46,11
"694","CHEMBL376169","ELAEODENDROSIDE G","Elaeodendroside G","Small molecule",0,574.67,5
"695","CHEMBL22533","DICTAMNINE","4-Methoxyfuro[2,3-B]Quinoline|Dictamine|Dictamnine","Small molecule",0,199.21,19
"696","CHEMBL93353","ARISTOLOCHIC ACID","Aristolochic Acid I","Small molecule",0,341.28,97
"697","CHEMBL519455","PULIOPLOPANONE A",NA,"Small molecule",0,236.35,1
"698","CHEMBL1233584","ISOLEUCINE","FEMA NO. 4675|ISOLEUCINE|L-ISOLEUCINE|NSC-46708","Small molecule",2,131.18,4
"699","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"700","CHEMBL1081414","SHANZHISIDE METHYL ESTER","Shanzhiside Methyl Ester","Small molecule",0,406.38,6
"701","CHEMBL464139","BRYOSIGENIN","bryosigenin","Small molecule",0,472.71,2
"702","CHEMBL1976532",NA,NA,"Small molecule",0,326.3,55
"703","CHEMBL2011665","TETRAHYDROALTERSOLANOL B","Tetrahydroaltersolanol B","Small molecule",0,308.33,13
"704","CHEMBL1085428",NA,NA,"Small molecule",0,360.32,4
"705","CHEMBL514923","CLEISTANTHIN","Cleistanthin","Small molecule",0,540.52,9
"706","CHEMBL2368547","Sennoside A","Sennoside A","Small molecule",0,862.75,12
"707","CHEMBL471889","TUBERCULATIN","Tuberculatin","Small molecule",0,512.47,8
"708","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"709","CHEMBL3589108",NA,NA,"Small molecule",0,552.49,2
"710","CHEMBL469855","OPHIOBOLIN C","Ophiobolin C","Small molecule",0,386.58,1
"711","CHEMBL73991","TERNATIN","Ternatin","Small molecule",0,374.35,75
"712","CHEMBL1971693",NA,NA,"Small molecule",0,365.39,55
"713","CHEMBL1980160",NA,NA,"Small molecule",0,564.85,55
"714","CHEMBL22533","DICTAMNINE","4-Methoxyfuro[2,3-B]Quinoline|Dictamine|Dictamnine","Small molecule",0,199.21,19
"715","CHEMBL24171","BERGAPTEN","5-METHOXYPSORALEN|BERGAPTAN|BERGAPTEN|BERGAPTENE|Bergapten|GERALEN|HERACLIN|MAJUDIN|METHOXSALEN RELATED COMPOUND A|NSC-95437","Small molecule",4,216.19,119
"716","CHEMBL469284","BETULONE","Betulone","Small molecule",0,440.71,33
"717","CHEMBL486058","WEISIENSIN A",NA,"Small molecule",0,492.57,3
"718","CHEMBL463526","LICARIN A","NSC-16743","Small molecule",0,326.39,19
"719","CHEMBL1973570",NA,NA,"Small molecule",0,314.43,54
"720","CHEMBL483012","CANOPHYLLOL","Canophyllol","Small molecule",0,442.73,8
"721","CHEMBL522850","LAXIFLORANONE","Laxifloranone","Small molecule",0,562.75,1
"722","CHEMBL3589108",NA,NA,"Small molecule",0,552.49,2
"723","CHEMBL565010","NIGROLINEAXANTHONE T","Nigrolineaxanthone T","Small molecule",0,360.36,7
"724","CHEMBL239075","EUSCAPHIC ACID","Euscaphic Acid","Small molecule",0,488.71,28
"725","CHEMBL451919","Primin",NA,"Small molecule",0,208.26,8
"726","CHEMBL448125",NA,NA,"Small molecule",0,204.36,1
"727","CHEMBL1077058","CHISONIMBOLININ F","Chisonimbolinin F","Small molecule",0,584.71,7
"728","CHEMBL113029",NA,NA,"Small molecule",0,258.27,8
"729","CHEMBL1163136","MELODININE H","Melodinine H","Small molecule",0,614.83,5
"730","CHEMBL1651108","SCHOLARICINE","Scholaricine","Small molecule",0,356.42,1
"731","CHEMBL459834","MATAIRESINOSIDE","Matairesinoside","Small molecule",0,520.53,4
"732","CHEMBL491709","SECAUBRYTRIOL","secaubrytriol","Small molecule",0,490.73,4
"733","CHEMBL463692",NA,NA,"Small molecule",0,382.37,2
"734","CHEMBL117","CHRYSIN","NSC-407436","Small molecule",0,254.24,245
"735","CHEMBL238845",NA,"(-)-Medicarpin","Small molecule",0,270.28,73
"736","CHEMBL1215114","CIPADESIN Q","Cipadesin Q","Small molecule",0,530.61,5
"737","CHEMBL463108",NA,"5-O-Ethylembelin","Small molecule",0,322.44,4
"738","CHEMBL505789","HORDENINE","Hordenine","Small molecule",0,165.24,7
"739","CHEMBL559945","BETA-IONONE","Beta-Ionone","Small molecule",0,192.3,13
"740","CHEMBL2011538",NA,NA,"Small molecule",0,386.4,5
"741","CHEMBL518542","SPATHULENOL","(+)-Spathulenol|Spathulenol|Spatulenol","Small molecule",0,220.36,18
"742","CHEMBL428955","NONACOSANE","Nonacosane","Small molecule",0,408.8,1
"743","CHEMBL269277","BETULINIC ACID",".BETA.-BETULINIC ACID|ALS-357|BETULIC ACID|BETULINIC ACID|LUPATIC ACID|MAIRIN|NSC-113090|NSC-677578","Small molecule",1,456.71,245
"744","CHEMBL218924","SUBAMOLIDE A",NA,"Small molecule",0,340.5,3
"745","CHEMBL1774403",NA,NA,"Small molecule",0,466.57,4
"746","CHEMBL455252",NA,NA,"Small molecule",0,1219.37,2
"747","CHEMBL561908","ANISLACTONE B","Anislactone B","Small molecule",0,296.32,1
"748","CHEMBL459815","GEROQUINOL","GERANYLHYDROQUINONE|GEROQUINOL","Small molecule",0,246.35,17
"749","CHEMBL2409234",NA,NA,"Small molecule",0,358.35,6
"750","CHEMBL3581358",NA,NA,"Small molecule",0,370.4,1
"751","CHEMBL486589",NA,NA,"Small molecule",0,506.55,4
"752","CHEMBL447142",NA,"3beta-O-palmityl longispinogenin","Small molecule",0,697.14,4
"753","CHEMBL451919","Primin",NA,"Small molecule",0,208.26,8
"754","CHEMBL373432","BIKAVERIN","Bikaverin","Small molecule",0,382.32,59
"755","CHEMBL517778","ERYSOVINE","Erysovine","Small molecule",0,299.37,1
"756","CHEMBL519331",NA,"NSC-76988","Small molecule",0,286.24,3
"757","CHEMBL464649","EPIFRIEDELINOL","3Beta-Friedelanol|3Beta-Hydroxyfriedelane","Small molecule",0,428.75,11
"758","CHEMBL21396","SKIMMIANINE","Skimmianine","Small molecule",0,259.26,43
"759","CHEMBL445227",NA,NA,"Small molecule",0,1049.17,2
"760","CHEMBL452675",NA,NA,"Small molecule",0,300.27,2
"761","CHEMBL1782125","RAMONANIN A","Ramonanin A","Small molecule",0,680.75,1
"762","CHEMBL1801765",NA,"11-Methoxysampangine","Small molecule",0,262.27,2
"763","CHEMBL497527",NA,NA,"Small molecule",0,430.67,6
"764","CHEMBL463526","LICARIN A","NSC-16743","Small molecule",0,326.39,19
"765","CHEMBL596222",NA,NA,"Small molecule",0,220.18,4
"766","CHEMBL505789","HORDENINE","Hordenine","Small molecule",0,165.24,7
"767","CHEMBL509005","ORTHOSIPHOL U","Orthosiphol U","Small molecule",0,614.69,1
"768","CHEMBL51628","UMBELLIFERONE","NSC-019790","Small molecule",0,162.14,171
"769","CHEMBL3039103","RHODOCLADONIC ACID",NA,"Small molecule",0,318.24,3
"770","CHEMBL136356","HELENINE","Alantolactone|Eupatal|Helenine","Small molecule",0,232.32,80
"771","CHEMBL1765392","TRIGONOSIN A","Trigonosin A","Small molecule",0,590.67,3
"772","CHEMBL1927326","CLAUSZOLINE K","Clauszoline K|Clauszoline-K","Small molecule",0,225.25,9
"773","CHEMBL470462",NA,"3-Epi-Taraxerol","Small molecule",0,426.73,1
"774","CHEMBL1985317",NA,NA,"Small molecule",0,202.25,58
"775","CHEMBL459834","MATAIRESINOSIDE","Matairesinoside","Small molecule",0,520.53,4
"776","CHEMBL3290508",NA,NA,"Small molecule",0,342.44,2
"777","CHEMBL446743","KHASIANINE","Khasianine","Small molecule",0,721.93,2
"778","CHEMBL123","ELLIPTECINE","Ellipticine|TCMDC-125546","Small molecule",0,246.31,283
"779","CHEMBL513639",NA,NA,"Small molecule",0,1477.9,53
"780","CHEMBL510090","LYSICAMINE","Lysicamine|Oxonuciferine","Small molecule",0,291.31,22
"781","CHEMBL168","OLEANOLIC_ACID","NSC-114945","Small molecule",0,456.71,197
"782","CHEMBL73991","TERNATIN","Ternatin","Small molecule",0,374.35,75
"783","CHEMBL3593384",NA,NA,"Small molecule",0,248.32,3
"784","CHEMBL472851","SKYRIN","Skyrin","Small molecule",0,538.46,79
"785","CHEMBL470654","SARCRASSIN E","Sarcrassin E","Small molecule",0,360.45,4
"786","CHEMBL448502",NA,NA,"Small molecule",0,204.36,8
"787","CHEMBL503938","EUPARIN","Euparin","Small molecule",0,216.24,28
"788","CHEMBL1223741","CRYPTOCHINONE B",NA,"Small molecule",0,300.31,6
"789","CHEMBL1967731",NA,NA,"Small molecule",0,147.13,58
"790","CHEMBL1256416","APLYSIATOXIN","Aplysiatoxin","Small molecule",0,671.62,10
"791","CHEMBL241608","CALYCOSIN","Calycosin","Small molecule",0,284.27,34
"792","CHEMBL253465","DIHYDROOROXYLIN A",NA,"Small molecule",0,286.28,16
"793","CHEMBL560627",NA,NA,"Small molecule",0,242.27,8
"794","CHEMBL3264622",NA,NA,"Small molecule",0,302.33,1
"795","CHEMBL509065","CONOCURVONE","Conocurvone","Small molecule",0,953.1,4
"796","CHEMBL478754",NA,"(-)-Dicentrine","Small molecule",0,339.39,92
"797","CHEMBL24171","BERGAPTEN","5-METHOXYPSORALEN|BERGAPTAN|BERGAPTEN|BERGAPTENE|Bergapten|GERALEN|HERACLIN|MAJUDIN|METHOXSALEN RELATED COMPOUND A|NSC-95437","Small molecule",4,216.19,119
"798","CHEMBL51628","UMBELLIFERONE","NSC-019790","Small molecule",0,162.14,171
"799","CHEMBL467981",NA,NA,"Small molecule",0,458.73,6
"800","CHEMBL520114","ACETYL NEOBRITANNILACTONE B",NA,"Small molecule",0,290.36,4
"801","CHEMBL462716","CRATOXYARBORENONE E","cratoxyarborenone E","Small molecule",0,410.47,1
"802","CHEMBL462801","Rapanone",NA,"Small molecule",0,322.45,14
"803","CHEMBL2011540","PIPERITOL","Piperitol","Small molecule",0,356.37,7
"804","CHEMBL1801972","PARAVALLARINE","Paravallarine","Small molecule",0,343.51,1
"805","CHEMBL1094364","JABOROSALACTOL 24","Jaborosalactol 24","Small molecule",0,502.6,5
