"","np_id","formula","mw","alogp","mlogp","xlogp","hba","hbd","psa","rotatable_bond","rings","heavy_atom","lipinski_failure"
"1869","NPC86412","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"1870","NPC185526","C30H22O8",510.13,-2.261,3.88,5.583,2,5,144.52,13,4,38,1
"1871","NPC300017","C8H10O2",138.07,-0.6534,2.12,1.171,1,2,40.46,4,1,10,0
"1872","NPC99428","C23H29NO2",351.22,0.6527,3.66,3.952,3,2,53.09,5,5,26,0
"1873","NPC31799","C15H10O4",254.06,-1.4366,2.67,2.098,3,2,74.6,3,3,19,0
"1874","NPC157868","C42H66O14",794.45,-1.4193,4.54,6.795,14,8,232.9,22,7,56,3
"1875","NPC81802","C21H24N2O3",352.18,0.0336,3.22,2.537,5,1,62.4,5,4,26,0
"1876","NPC1612","C15H12O5",272.07,-1.8144,2.56,1.326,1,3,86.99,4,3,20,0
"1877","NPC131451","C18H18O6",330.11,-0.9787,2.78,3.45,1,2,85.22,11,2,24,0
"1878","NPC231607","C25H34O11",510.21,-5.3487,3,1.104,7,9,200.53,20,3,36,2
"1879","NPC52623","C20H18O8",386.1,-1.1766,2.78,1.664,1,0,81.68,9,4,28,0
"1880","NPC96784","C32H52O5",516.38,1.3758,4.43,8.316,5,3,86.99,14,5,37,1
"1881","NPC39045","C22H18O5",362.12,-1.3582,3.33,4.063,1,3,86.99,6,4,27,0
"1882","NPC78540","C15H10O4",254.06,-1.4242,2.67,3.163,1,2,66.76,3,3,19,0
"1883","NPC255677","C17H24O10",388.14,-2.9212,2.23,-1.854,10,5,155.14,12,3,27,0
"1884","NPC475268","C37H66O7",622.48,-8.3702,4.76,9.577,7,3,105.45,30,3,44,2
"1885","NPC293628","C9H11NO2",165.08,-1.0844,2.12,0.441,3,2,63.32,5,1,12,0
"1886","NPC78540","C15H10O4",254.06,-1.4242,2.67,3.163,1,2,66.76,3,3,19,0
"1887","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"1888","NPC96016","C37H49N7O6S3",783.29,-3.3044,3.77,5.678,13,3,250.43,13,6,53,2
"1889","NPC2476","C20H20O8",388.12,-1.2229,2.78,1.273,1,1,92.68,12,3,28,0
"1890","NPC171460","C20H26O3",314.19,0.5811,3.33,5.159,2,2,57.53,8,3,23,1
"1891","NPC475958","C15H20O4",264.14,-0.1498,2.67,1.173,4,1,59.06,3,4,19,0
"1892","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"1893","NPC148270","C17H26O11",406.15,-3.3679,2.12,-2.002,11,6,175.37,13,3,28,2
"1894","NPC247553","C9H6O3",162.03,-0.1903,2.12,1.532,1,1,46.53,1,2,12,0
"1895","NPC243289","C18H16O2",264.12,0.7494,3.22,8.532,2,0,26.3,6,2,20,1
"1896","NPC221144","C32H44O8",556.3,1.1668,4.1,3.404,8,3,138.2,18,4,40,0
"1897","NPC122894","C29H24O6",468.16,-1.3623,3.99,5.633,1,4,107.22,9,5,35,1
"1898","NPC53206","C15H10O4",254.06,-0.8062,2.67,1.838,2,2,74.6,3,3,19,0
"1899","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"1900","NPC52086","C11H10O5",222.05,-0.2939,2.12,0.644,1,1,64.99,5,2,16,0
"1901","NPC210460","C17H16O5",300.1,1.4778,2.78,2.447,1,0,57.9,7,3,22,0
"1902","NPC4574","C28H44O3",428.33,2.8285,4.21,8.383,3,1,38.69,11,3,31,1
"1903","NPC270364","C33H40O9",580.27,0.9149,4.1,6.584,9,0,122.27,17,4,42,1
"1904","NPC214770","C30H48O",424.37,3.8673,4.65,11.314,1,0,17.07,11,5,31,1
"1905","NPC221342","C32H38O19",726.2,-6.9149,2.89,-1.948,15,11,304.21,20,6,51,2
"1906","NPC84266","C15H16O4",260.1,-0.1758,2.67,2.442,1,1,55.76,8,2,19,0
"1907","NPC97028","C17H16O5",300.1,-1.4571,2.78,1.827,1,2,75.99,7,3,22,0
"1908","NPC118804","C19H21NO3",311.15,0.3797,3.11,1.662,2,0,38.77,5,4,23,0
"1909","NPC221111","C20H28O3",316.2,1.6112,3.33,3.52,3,1,46.53,5,4,23,0
"1910","NPC243269","C20H26O3",314.19,2.0276,3.33,6.035,2,1,50.44,7,2,23,1
"1911","NPC217176","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"1912","NPC11422","C16H12O5",284.07,-1.4161,2.67,1.797,0,1,57.15,1,5,21,0
"1913","NPC5311","C29H44O9",536.3,-1.7794,3.66,2.577,9,5,145.91,11,6,38,0
"1914","NPC208094","C20H26O5",346.18,0.4274,3.11,3.719,5,2,83.83,8,3,25,0
"1915","NPC48638","C10H16",136.13,1.7112,2.56,4.427,0,0,0,4,1,10,0
"1916","NPC26974","C29H60",408.47,-7.6734,4.65,16.841,0,0,0,28,0,29,2
"1917","NPC269367","C12H9NO2",199.06,-0.2059,2.45,2.723,1,0,35.26,2,3,15,0
"1918","NPC195647","C28H36O9",516.24,0.2295,3.55,5.546,9,0,114.43,16,4,37,1
"1919","NPC249272","C30H36O4",460.26,4.4291,4.32,6.479,2,3,77.76,16,3,34,1
"1920","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"1921","NPC18397","C14H22O2",222.16,-0.1552,2.78,2.434,2,0,34.14,8,2,16,0
"1922","NPC327005","C21H21NO4",351.15,-2.2115,3.22,3.606,2,2,70,5,4,26,0
"1923","NPC295719","C25H26O5",406.18,0.3929,3.66,4.417,0,3,79.15,13,3,30,0
"1924","NPC300875","C21H22O4",338.15,0.7122,3.33,3.784,0,1,47.92,7,4,25,0
"1925","NPC160381","C14H11NO2",225.08,-0.4092,2.67,3.425,3,1,42.09,3,3,17,0
"1926","NPC476566","C30H50N.C2HF3O2",424.39,-2.2898,4.65,13.093,0,0,3.88,20,2,31,2
"1927","NPC210460","C17H16O5",300.1,1.4778,2.78,2.447,1,0,57.9,7,3,22,0
"1928","NPC43508","C26H32O11",520.19,-3.251,3.11,0.453,7,6,167.53,17,4,37,1
"1929","NPC235557","C38H54O7",622.39,0.6211,4.87,8.607,5,5,127.45,16,6,45,1
"1930","NPC218614","C18H21NO5",331.14,-1.101,2.78,0.419,4,1,60.39,4,5,24,0
"1931","NPC282339","C21H26N2O2",338.2,-0.9232,3.33,3.643,4,1,41.57,3,4,25,0
"1932","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"1933","NPC17042","C33H20O13",624.09,-2.523,3.66,3.391,7,7,220.51,12,6,46,1
"1934","NPC241911","C16H22O10",374.12,-3.1722,2.12,-2.175,10,6,166.14,11,3,26,1
"1935","NPC281398","C19H18O3",294.13,0.7113,3.22,4.929,2,0,47.28,3,4,22,0
"1936","NPC290759","C17H19NO4",301.13,-1.1196,2.78,0.478,3,1,51.16,3,5,22,0
"1937","NPC53844","C25H36O5",416.26,2.6664,3.66,3.59,5,1,72.83,16,2,30,0
"1938","NPC207114","C19H22O5",330.15,1.8392,3,0.815,5,1,72.83,5,3,24,0
"1939","NPC97028","C17H16O5",300.1,-1.4571,2.78,1.827,1,2,75.99,7,3,22,0
"1940","NPC292419","C30H52O",428.4,2.4864,4.65,13.026,1,1,20.23,9,5,31,1
"1941","NPC308404","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"1942","NPC53361","C46H54O15",846.35,-0.8366,4.87,9.395,15,0,193.33,28,6,61,3
"1943","NPC4152","C15H12O5",272.07,-2.0063,2.56,2.158,2,3,86.99,4,3,20,0
"1944","NPC210658","C28H46O5",462.33,0.0059,3.99,4.83,5,3,79.15,9,6,33,0
"1945","NPC52086","C11H10O5",222.05,-0.2939,2.12,0.644,1,1,64.99,5,2,16,0
"1946","NPC27408","C22H22O10",446.12,-3.2229,2.78,0.978,6,5,155.14,11,4,32,0
"1947","NPC220498","C30H48O4",472.36,2.1268,4.32,8.595,4,3,77.76,11,5,34,1
"1948","NPC266124","C34H54O4",526.4,5.6668,4.76,8.445,4,1,71.44,23,1,38,2
"1949","NPC224145","C32H50O3",482.38,2.5563,4.65,10.206,3,0,43.37,11,5,35,1
"1950","NPC142703","C16H18O9",354.1,-2.1962,2.23,-0.447,7,6,164.75,11,2,25,1
"1951","NPC217176","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"1952","NPC238405","C20H18O8",386.1,-1.3536,2.78,2.403,2,0,81.68,9,4,28,0
"1953","NPC9812","C22H28O6",388.19,2.0351,3.22,2.51,6,1,89.9,10,3,28,0
"1954","NPC179746","C22H30O6",390.2,1.3394,3.22,1.84,6,1,82.06,6,3,28,0
"1955","NPC130124","C18H25NO5",335.17,0.6098,2.78,1.203,6,1,76.07,4,3,24,0
"1956","NPC141071","C27H46O",386.35,1.5548,4.32,10.708,1,1,20.23,11,4,28,1
"1957","NPC41216","C17H17NO3",283.12,1.1113,2.89,3.025,2,0,42.68,6,3,21,0
"1958","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"1959","NPC231060","C20H30O5",350.21,-1.778,3.11,0.409,5,4,97.99,7,4,25,0
"1960","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"1961","NPC220498","C30H48O4",472.36,2.1268,4.32,8.595,4,3,77.76,11,5,34,1
"1962","NPC4665","C8H8O4",168.04,-1.1256,1.9,0.528,2,3,77.76,5,1,12,0
"1963","NPC244338","C16H15NO5",301.1,-0.667,2.56,1.26,3,0,65.07,5,3,22,0
"1964","NPC272064","C31H20O10",552.11,-3.0543,3.77,3.708,2,4,151.98,10,6,41,0
"1965","NPC279228","C37H40N2O6",608.29,-0.1345,4.65,5.579,2,1,72.86,9,6,45,1
"1966","NPC105395","C32H40O11",600.26,-0.8169,3.77,-0.075,10,2,162.1,15,7,43,0
"1967","NPC106510","C15H18O5",278.12,0.0797,2.56,-0.563,5,1,80.67,7,2,20,0
"1968","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"1969","NPC471384","C52H84O21",1044.55,-4.1683,4.87,1.797,21,12,333.67,30,9,73,2
"1970","NPC261934","C47H72N8O9",892.54,-3.5337,4.76,5.155,16,6,244.11,23,5,64,3
"1971","NPC82016","C17H18O3",270.13,0.3124,3,4.993,0,0,27.69,8,2,20,0
"1972","NPC250594","C36H50O16",738.31,0.7322,3.66,2.336,16,0,213.7,27,3,52,2
"1973","NPC476990","C30H44N6O7",600.33,-2.5112,3.33,3.12,13,6,203.49,16,3,43,2
"1974","NPC226656","C24H18O8",434.1,-2.0325,3.22,1.152,3,4,141.36,10,4,32,0
"1975","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"1976","NPC57463","C12H16O3",208.11,-1.2499,2.45,2.364,3,0,43.37,7,1,15,0
"1977","NPC201459","C30H48O2",440.37,2.7103,4.54,9.107,2,1,37.3,9,5,32,1
"1978","NPC472282","C32H42O10",586.28,-0.2712,3.88,2.378,9,1,141.87,16,6,42,0
"1979","NPC285086","C20H26O7",378.17,-1.8304,2.89,-1.042,7,3,105.45,4,6,27,0
"1980","NPC308619","C13H12O2",200.08,0.943,2.67,4.876,2,0,26.3,2,2,15,0
"1981","NPC222153","C48H86O6",758.64,-2.1235,6.08,16.298,6,3,96.22,35,4,54,2
"1982","NPC41216","C17H17NO3",283.12,1.1113,2.89,3.025,2,0,42.68,6,3,21,0
"1983","NPC289312","C20H26O8",394.16,-1.9308,2.78,-0.109,8,4,133.52,7,5,28,0
"1984","NPC3032","C29H46O5",474.33,0.291,4.1,8.139,5,1,80.67,13,4,34,1
"1985","NPC214036","C17H19NO5",317.13,-0.4679,2.67,1.333,3,0,65.07,9,2,23,0
"1986","NPC303214","C22H26N2O3",366.19,0.3308,3.33,2.378,4,2,61.8,7,5,27,0
"1987","NPC88255","C17H16O5",300.1,-1.276,2.78,1.776,5,1,72.83,2,4,22,0
"1988","NPC193536","C7H19N3",145.16,-2.7378,1.9,-0.654,3,3,64.07,9,0,10,0
"1989","NPC174760","C15H13NO4",271.08,-0.7638,2.56,2.559,3,2,71.55,6,3,20,0
"1990","NPC193410","C20H22N2O2",322.17,0.1244,3.22,2.842,4,1,41.57,4,5,24,0
"1991","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"1992","NPC140561","C40H56O14",760.37,-2.8062,4.32,6.327,14,3,193.58,16,4,54,2
"1993","NPC130898","C18H24N2O2",300.18,-1.2845,3,5.615,4,1,52.9,9,2,22,1
"1994","NPC129373","C23H38O2",346.29,-2.9959,3.77,9.57,0,2,40.46,18,1,25,2
"1995","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"1996","NPC32222","C15H26O",222.2,1.3573,3,5.176,1,1,20.23,5,3,16,1
"1997","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"1998","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"1999","NPC35185","C17H26O10",390.15,-2.9288,2.23,-1.092,10,5,155.14,12,3,27,0
"2000","NPC32739","C20H20O5",340.13,0.063,3.11,2.367,1,3,86.99,8,3,25,0
"2001","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"2002","NPC166788","C10H12O2",164.08,1.0183,2.34,1.102,2,0,34.14,4,1,12,0
"2003","NPC311339","C17H22O5",306.15,-1.4256,2.78,3.982,4,0,61.83,10,2,22,0
"2004","NPC62172","C30H42O10",562.28,-2.6177,3.66,1.581,10,5,162.98,11,6,40,0
"2005","NPC26229","C31H64",436.5,-8.2494,4.87,17.979,0,0,0,30,0,31,2
"2006","NPC187616","C20H22O4",326.15,0.2723,3.22,4.363,0,1,47.92,9,3,24,0
"2007","NPC35288","C27H34O16",614.18,-2.9032,2.67,-0.496,15,5,234.04,23,3,43,2
"2008","NPC80230","C22H22O7",398.14,-0.6687,3.11,2.289,2,0,72.45,7,5,29,0
"2009","NPC300017","C8H10O2",138.07,-0.6534,2.12,1.171,1,2,40.46,4,1,10,0
"2010","NPC257191","C30H50O2",442.38,1.841,4.54,9.936,2,2,40.46,13,5,32,1
"2011","NPC120217","C14H17NO6",295.11,-2.3296,2.23,0.897,7,4,123.17,8,2,21,0
"2012","NPC18211","C23H26O7",414.17,-0.1469,3.22,2.177,2,0,72.45,10,4,30,0
"2013","NPC100719","C10H14O2",166.1,1.2606,2.34,2.274,2,1,37.3,4,1,12,0
"2014","NPC34414","C22H14O6",374.08,-0.4497,3.22,1.01,4,2,108.74,5,4,28,0
"2015","NPC30009","C21H20O7",384.12,-1.0772,3,1.77,2,1,83.45,6,5,28,0
"2016","NPC130302","C20H26O6",362.17,-1.0669,3,0.429,6,2,88.52,4,6,26,0
"2017","NPC273155","C28H38O10",534.25,-0.2515,3.44,1.808,10,1,142.5,16,4,38,0
"2018","NPC178383","C30H50O2",442.38,2.1406,4.54,9.714,2,2,40.46,10,5,32,1
"2019","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"2020","NPC73505","C25H26O5",406.18,0.3929,3.66,4.417,0,3,79.15,13,3,30,0
"2021","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"2022","NPC148757","C21H22O5",354.15,0.4715,3.22,2.886,1,2,75.99,9,3,26,0
"2023","NPC46848","C24H34O7",434.23,-0.2434,3.33,1.358,7,2,110.13,11,4,31,0
"2024","NPC191012","C16H16O4",272.1,-0.1834,2.78,2.213,2,1,59.67,6,3,20,0
"2025","NPC264192","C28H30O9",510.19,-0.4072,3.55,0.685,9,1,125.43,4,8,37,0
"2026","NPC245975","C20H14O8",382.07,-1.4134,2.78,0.438,4,2,119.36,7,4,28,0
"2027","NPC166993","C26H36O9",492.24,-0.6306,3.33,1.068,9,2,136.43,14,4,35,0
"2028","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"2029","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"2030","NPC230313","C21H26N2O4",370.19,-1.071,3.11,1.112,3,1,60.03,5,4,27,0
"2031","NPC117027","C32H18N4O2",490.14,-1.9288,4.32,7.389,6,2,86.68,2,8,38,1
"2032","NPC219162","C23H25NO3",363.18,-0.683,3.55,3.661,1,0,30.93,6,5,27,0
"2033","NPC190332","C16H17NO4",287.12,-1.1164,2.67,0.203,3,2,62.16,2,5,21,0
"2034","NPC61520","C28H40O7",488.28,-0.2123,3.77,2.909,7,3,116.59,10,6,35,0
"2035","NPC282577","C15H16O3",244.11,1.1412,2.78,2.561,2,1,54.37,6,2,18,0
"2036","NPC228994","C27H48O3",420.36,0.4131,4.1,9.006,3,3,60.69,13,4,30,1
"2037","NPC152097","C16H22O2",246.16,2.189,3,4.162,0,2,40.46,10,1,18,0
"2038","NPC122116","C31H48O3",468.36,1.9109,4.54,8.287,3,2,57.53,9,6,34,1
"2039","NPC177013","C17H26O10",390.15,-2.9288,2.23,-1.092,10,5,155.14,12,3,27,0
"2040","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"2041","NPC209620","C28H46O3",430.34,0.4977,4.21,6.732,3,3,60.69,13,4,31,1
"2042","NPC236756","C26H28O6",436.19,1.1874,3.66,3.733,2,2,85.22,11,4,32,0
"2043","NPC55949","C22H14O6",374.08,-0.3608,3.22,0.68,4,2,108.74,5,4,28,0
"2044","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"2045","NPC306843","C19H21NO4",327.15,-0.6295,3,1.199,1,2,62.16,7,4,24,0
"2046","NPC472407","C18H10O4",290.06,-0.8891,3,3.505,1,0,48.67,0,5,22,0
"2047","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"2048","NPC78302","C20H20O10",420.11,-2.4836,2.56,0.031,2,3,133.14,14,3,30,0
"2049","NPC260323","C20H30O",286.23,1.3229,3.55,8.211,0,1,20.23,7,3,21,1
"2050","NPC37603","C31H46O9",562.31,1.1782,3.88,3.585,9,1,125.43,20,3,40,0
"2051","NPC272064","C31H20O10",552.11,-3.0543,3.77,3.708,2,4,151.98,10,6,41,0
"2052","NPC58229","C20H22O6",358.14,-0.1617,3,4.059,1,0,63.22,13,2,26,0
"2053","NPC150879","C23H25NO4",379.18,-1.2561,3.44,2.42,2,1,51.16,7,5,28,0
"2054","NPC279061","C19H16O7",356.09,-1.1248,2.78,2.108,1,0,72.45,7,4,26,0
"2055","NPC210003","C21H20O10",432.11,-3.6314,2.67,0.459,6,6,166.14,10,4,31,1
"2056","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"2057","NPC247553","C9H6O3",162.03,-0.1903,2.12,1.532,1,1,46.53,1,2,12,0
"2058","NPC86412","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"2059","NPC293908","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"2060","NPC35185","C17H26O10",390.15,-2.9288,2.23,-1.092,10,5,155.14,12,3,27,0
"2061","NPC112523","C36H40O10",632.26,-0.0172,4.32,6.679,10,2,153.5,16,5,46,1
"2062","NPC303942","C15H20O4",264.14,1.1847,2.67,0.841,4,1,59.06,3,3,19,0
"2063","NPC2476","C20H20O8",388.12,-1.2229,2.78,1.273,1,1,92.68,12,3,28,0
"2064","NPC284104","C56H94O28",1214.59,-8.6495,4.54,-0.725,28,17,445.44,39,10,84,3
"2065","NPC84266","C15H16O4",260.1,-0.1758,2.67,2.442,1,1,55.76,8,2,19,0
"2066","NPC283152","C19H23NO2",297.17,2.8308,3.22,4.792,1,1,42.35,10,2,22,0
"2067","NPC201048","C20H36O2",308.27,1.847,3.44,5.834,2,2,40.46,11,2,22,1
"2068","NPC248573","C14H12O3",228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
"2069","NPC236306","C16H14O5",286.08,-1.6255,2.67,1.351,0,2,68.15,4,4,21,0
"2070","NPC39045","C22H18O5",362.12,-1.3582,3.33,4.063,1,3,86.99,6,4,27,0
"2071","NPC217176","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"2072","NPC24404","C23H38O2",346.29,-2.9959,3.77,9.781,0,2,40.46,18,1,25,2
"2073","NPC26974","C29H60",408.47,-7.6734,4.65,16.841,0,0,0,28,0,29,2
"2074","NPC208084","C15H13NO3",255.09,-0.7164,2.67,2.419,2,1,51.32,5,3,19,0
"2075","NPC128115","C21H18N2O5",378.12,-1.6388,3,1.478,6,1,88.96,5,5,28,0
"2076","NPC187616","C20H22O4",326.15,0.2723,3.22,4.363,0,1,47.92,9,3,24,0
"2077","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"2078","NPC316746","C19H23NO2",297.17,2.7839,3.22,5.593,3,1,49.66,9,2,22,1
"2079","NPC7715","C36H38N2O6",594.27,-0.543,4.54,5.06,2,2,83.86,8,6,44,1
"2080","NPC226656","C24H18O8",434.1,-2.0325,3.22,1.152,3,4,141.36,10,4,32,0
"2081","NPC29152","C30H46O4",470.34,1.8948,4.32,9.156,4,2,74.6,13,5,34,1
"2082","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"2083","NPC476947","C20H32O3",320.24,-0.0132,3.33,5.344,2,2,53.6,9,3,23,1
"2084","NPC31279","C10H10O2",162.07,0.726,2.34,2.93,0,0,18.46,2,2,12,0
"2085","NPC22709","C70H114O37",1546.7,-9.5132,5.09,-2.76,37,21,580.35,47,13,107,3
"2086","NPC184049","C15H24O",220.18,1.7158,3,4.157,1,1,20.23,4,3,16,0
"2087","NPC221877","C13H10OS3",277.99,1.72,2.45,4.249,0,0,93.95,4,3,17,0
"2088","NPC473641","C64H96O25",1264.62,-5.7647,5.75,3.085,25,8,334.43,39,10,89,3
"2089","NPC223988","C28H32O5",448.22,3.1882,3.99,5.376,1,3,86.99,15,3,33,1
"2090","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"2091","NPC146647","C22H14O6",374.08,-0.2719,3.22,1.294,4,2,108.74,5,4,28,0
"2092","NPC300017","C8H10O2",138.07,-0.6534,2.12,1.171,1,2,40.46,4,1,10,0
"2093","NPC78505","C17H14O6",314.08,-1.1433,2.67,0.935,2,1,82.06,7,3,23,0
"2094","NPC180777","C30H50O2",442.38,2.1268,4.54,10.426,2,1,37.3,9,5,32,1
"2095","NPC220498","C30H48O4",472.36,2.1268,4.32,8.595,4,3,77.76,11,5,34,1
"2096","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"2097","NPC43508","C26H32O11",520.19,-3.251,3.11,0.453,7,6,167.53,17,4,37,1
"2098","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"2099","NPC197107","C15H22O6",298.14,-1.7841,2.45,-1.429,6,4,102.68,7,4,21,0
"2100","NPC17170","C26H30O5",422.21,2.3489,3.77,4.356,1,2,75.99,13,3,31,0
"2101","NPC171409","C19H14NO4",320.09,-1.7821,3,2.823,0,0,40.8,0,6,24,0
"2102","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"2103","NPC70744","C10H10O4",194.06,-0.3908,2.12,1.231,2,2,66.76,6,1,14,0
"2104","NPC218614","C18H21NO5",331.14,-1.101,2.78,0.419,4,1,60.39,4,5,24,0
"2105","NPC240915","C11H8O5",220.04,-0.0845,2.12,1.09,1,0,53.99,2,3,16,0
"2106","NPC61350","C13H11NO2",213.08,0.2856,2.56,2.58,1,1,42.35,3,3,16,0
"2107","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"2108","NPC54420","C44H58N8O8",826.44,-4.1808,4.54,5.541,16,7,239.59,18,6,60,3
"2109","NPC241911","C16H22O10",374.12,-3.1722,2.12,-2.175,10,6,166.14,11,3,26,1
"2110","NPC107571","C20H24O4",328.17,2.3933,3.22,2.798,3,1,59.67,6,3,24,0
"2111","NPC161571","C14H12O3",228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
"2112","NPC10476","C29H52O3",448.39,0.1583,4.32,10.083,3,3,60.69,15,4,32,1
"2113","NPC259632","C22H22O7",398.14,-0.4508,3.11,2.833,2,3,105.45,12,3,29,0
"2114","NPC184049","C15H24O",220.18,1.7158,3,4.157,1,1,20.23,4,3,16,0
"2115","NPC308572","C18H22O3",286.16,0.345,3.11,3.084,2,1,49.83,5,4,21,0
"2116","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"2117","NPC93376","C18H16O8",360.08,-2.036,2.56,1.546,2,3,114.68,10,3,26,0
"2118","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"2119","NPC210460","C17H16O5",300.1,1.4778,2.78,2.447,1,0,57.9,7,3,22,0
"2120","NPC116850","C14H16O9",328.08,-2.8389,2.01,-2.021,6,5,145.91,8,3,23,0
"2121","NPC472204","C51H88O24",1084.57,-9.8186,4.43,3.287,24,10,347.2,32,6,75,3
"2122","NPC201048","C20H36O2",308.27,1.847,3.44,5.834,2,2,40.46,11,2,22,1
"2123","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"2124","NPC95075","C23H25NO3",363.18,-0.683,3.55,3.45,1,0,30.93,6,5,27,0
"2125","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"2126","NPC311809","C16H25NS",263.17,1.5781,3,6.188,1,0,44.45,6,2,18,1
"2127","NPC184049","C15H24O",220.18,1.7158,3,4.157,1,1,20.23,4,3,16,0
"2128","NPC33378","C28H30O10",526.18,-1.2344,3.44,-0.4,10,1,137.96,4,9,38,0
"2129","NPC89514","C31H46O10",578.31,-1.7359,3.77,1.321,10,3,140.98,13,6,41,0
"2130","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"2131","NPC43213","C32H42O9",570.28,0.8632,3.99,2.482,9,2,131.89,12,6,41,0
"2132","NPC158333","C36H42O10",634.28,-0.1261,4.32,7.521,10,3,156.66,17,5,46,1
"2133","NPC175410","C30H46O3",454.34,1.8759,4.43,7.733,3,1,54.37,9,5,33,1
"2134","NPC36181","C24H24O5",392.16,0.5655,3.55,6.451,2,2,83.83,11,3,29,1
"2135","NPC30009","C21H20O7",384.12,-1.0772,3,1.77,2,1,83.45,6,5,28,0
"2136","NPC473714","C65H106O31",1382.67,-7.4984,5.2,0.149,31,18,491.97,43,11,96,3
"2137","NPC100921","C37H68O6",608.5,-8.6913,4.87,11.463,6,3,96.22,33,2,43,2
"2138","NPC144863","C24H27NO3",377.2,-0.971,3.66,3.808,1,0,30.93,6,5,28,0
"2139","NPC239098","C20H32O3",320.24,1.493,3.33,4.806,3,2,57.53,10,2,23,0
"2140","NPC303214","C22H26N2O3",366.19,0.3308,3.33,2.378,4,2,61.8,7,5,27,0
"2141","NPC124690","C32H45NO10",603.3,-4.4156,3.77,1.209,11,4,147.38,18,7,43,1
"2142","NPC243269","C20H26O3",314.19,2.0276,3.33,6.035,2,1,50.44,7,2,23,1
